date,sales,invoices,customers,products,source,future_ratio,target,fold_id,score,prediction
2023-04-04,286676.68426502444,348.0,173.0,1028.0,localized_development,1.0444219294094896,0,-1,,-1
2023-04-05,178682.24221642583,298.0,256.0,1007.0,localized_development,1.0108900331413264,0,-1,,-1
2023-04-06,139340.58396506982,314.0,250.0,953.0,localized_development,1.013211403018816,0,-1,,-1
2023-04-07,147657.2942633246,306.0,289.0,901.0,localized_development,1.002277534493212,0,-1,,-1
2023-04-08,93382.46326916001,195.0,173.0,693.0,localized_development,1.0793127729514729,0,-1,,-1
2023-04-09,203871.91588862787,226.0,180.0,824.0,localized_development,0.9721320329051225,0,-1,,-1
2023-04-10,279344.1818736726,330.0,285.0,1017.0,localized_development,0.7882670008923842,1,-1,,-1
2023-04-11,95205.25018004767,209.0,144.0,594.0,localized_development,0.8380565418946045,1,-1,,-1
2023-04-12,114357.2718243922,179.0,175.0,662.0,localized_development,0.9606978742783207,0,-1,,-1
2023-04-13,152363.3297689975,208.0,183.0,608.0,localized_development,0.9328945245616539,0,-1,,-1
2023-04-14,146682.7847397691,250.0,228.0,750.0,localized_development,0.9483226819882353,0,-1,,-1
2023-04-15,158972.85073546806,204.0,188.0,623.0,localized_development,0.9726774886959159,0,-1,,-1
2023-04-16,105849.24415668531,231.0,216.0,652.0,localized_development,0.9540108406083785,0,-1,,-1
2023-04-17,99130.87670528116,167.0,156.0,585.0,localized_development,0.9399778298518129,0,-1,,-1
2023-04-18,134254.16773663266,232.0,192.0,749.0,localized_development,0.9591501715361141,0,-1,,-1
2023-04-19,239570.08776467154,328.0,178.0,1250.0,localized_development,0.8839469014973215,0,-1,,-1
2023-04-20,133248.1036406699,262.0,212.0,823.0,localized_development,0.8984869600877782,0,-1,,-1
2023-04-21,151421.5641889226,233.0,199.0,725.0,localized_development,0.8896337664785986,0,-1,,-1
2023-04-22,195948.5294035705,341.0,311.0,808.0,localized_development,0.8247917329522778,1,-1,,-1
2023-04-23,73164.15302178067,211.0,169.0,660.0,localized_development,0.8451693175472507,1,-1,,-1
2023-04-24,73138.52695884473,198.0,188.0,729.0,localized_development,0.8900622566646753,0,-1,,-1
2023-04-25,156598.0061053606,366.0,253.0,913.0,localized_development,0.8600808851431543,0,-1,,-1
2023-04-26,200292.87993858254,334.0,280.0,842.0,localized_development,0.9094720729684446,0,-1,,-1
2023-04-27,143113.36823206817,292.0,258.0,903.0,localized_development,0.9512562111718644,0,-1,,-1
2023-04-28,144805.80670451387,343.0,295.0,1039.0,localized_development,0.9274379982888927,0,-1,,-1
2023-04-29,124771.40223942934,221.0,188.0,740.0,localized_development,0.9660430218275693,0,-1,,-1
2023-04-30,64377.8975365299,154.0,152.0,532.0,localized_development,1.0813612179494616,0,-1,,-1
2023-05-01,107997.19656259357,239.0,208.0,815.0,localized_development,1.1486446910625387,0,-1,,-1
2023-05-02,133988.33754083962,324.0,237.0,829.0,localized_development,1.2156327512149923,0,-1,,-1
2023-05-03,267217.8654489727,351.0,308.0,963.0,localized_development,0.995373131263363,0,-1,,-1
2023-05-04,179768.7839333679,215.0,191.0,804.0,localized_development,0.9125866303896564,0,-1,,-1
2023-05-05,117385.6445074298,269.0,237.0,898.0,localized_development,0.9396576080064917,0,-1,,-1
2023-05-06,152408.70715272494,309.0,262.0,931.0,localized_development,0.926555684947799,0,-1,,-1
2023-05-07,161545.19145403596,257.0,236.0,911.0,localized_development,0.8580048866170774,0,-1,,-1
2023-05-08,177744.1616813981,243.0,209.0,741.0,localized_development,0.8236814114777359,1,-1,,-1
2023-05-09,156988.39107447333,293.0,245.0,772.0,localized_development,0.7799234798503426,1,-1,,-1
2023-05-10,69456.1229094325,217.0,176.0,584.0,localized_development,0.836821626521829,1,-1,,-1
2023-05-11,104548.746994003,176.0,163.0,831.0,localized_development,0.9154912603665198,0,-1,,-1
2023-05-12,138160.84916843654,222.0,195.0,779.0,localized_development,0.8822240588881529,0,-1,,-1
2023-05-13,152684.0375193667,238.0,202.0,827.0,localized_development,0.8997729574495488,0,-1,,-1
2023-05-14,81357.47904867819,230.0,211.0,714.0,localized_development,1.0355642685957234,0,-1,,-1
2023-05-15,121581.69079402175,278.0,251.0,851.0,localized_development,1.024541117856696,0,-1,,-1
2023-05-16,125218.77019055297,197.0,161.0,808.0,localized_development,0.9740252864318019,0,-1,,-1
2023-05-17,117915.2458570598,213.0,185.0,683.0,localized_development,0.9903160186822185,0,-1,,-1
2023-05-18,172711.61745692042,275.0,244.0,747.0,localized_development,0.9148369116637253,0,-1,,-1
2023-05-19,103227.0817980349,243.0,208.0,765.0,localized_development,1.020192040666461,0,-1,,-1
2023-05-20,168668.5629590031,392.0,252.0,903.0,localized_development,0.9969089992015645,0,-1,,-1
2023-05-21,209435.8739705068,350.0,324.0,931.0,localized_development,0.8870231839955329,0,-1,,-1
2023-05-22,116487.87235823266,230.0,189.0,737.0,localized_development,1.0009238724101044,0,-1,,-1
2023-05-23,73039.01695145403,128.0,121.0,567.0,localized_development,1.2290370661436332,0,-1,,-1
2023-05-24,103877.05963106922,166.0,132.0,760.0,localized_development,1.3622076512453694,0,-1,,-1
2023-05-25,109525.52999211679,146.0,126.0,672.0,localized_development,1.3473911493979414,0,-1,,-1
2023-05-26,192769.09781093878,297.0,258.0,944.0,localized_development,1.3105316162227847,0,-1,,-1
2023-05-27,139645.31080158066,198.0,106.0,812.0,localized_development,1.276817032246783,0,-1,,-1
2023-05-28,135515.12746183458,295.0,283.0,967.0,localized_development,1.268986828215168,0,-1,,-1
2023-05-29,239160.3041911336,407.0,346.0,1163.0,localized_development,1.1876665476983699,0,-1,,-1
2023-05-30,273793.18365596695,286.0,224.0,1049.0,localized_development,1.0844852984769844,0,-1,,-1
2023-05-31,200447.60786435835,275.0,241.0,785.0,localized_development,1.0586185890428952,0,-1,,-1
2023-06-01,84171.11721480334,242.0,228.0,609.0,localized_development,1.1206703213322577,0,-1,,-1
2023-06-02,173864.10171342362,308.0,262.0,922.0,localized_development,0.9914425781297167,0,-1,,-1
2023-06-03,112323.32263233105,271.0,243.0,838.0,localized_development,1.0273595805342532,0,-1,,-1
2023-06-04,150605.85889791037,233.0,198.0,947.0,localized_development,0.9624979348421678,0,-1,,-1
2023-06-05,199003.1657795428,216.0,191.0,871.0,localized_development,0.9191097217403797,0,-1,,-1
2023-06-06,207947.67478207988,291.0,254.0,957.0,localized_development,0.8310987045923452,1,-1,,-1
2023-06-07,155863.28968490005,309.0,264.0,854.0,localized_development,0.7587785600811345,1,-1,,-1
2023-06-08,120914.25161583815,181.0,161.0,601.0,localized_development,0.7380788375257796,1,-1,,-1
2023-06-09,58652.287296509036,92.0,91.0,332.0,localized_development,0.9464988091397316,0,-1,,-1
2023-06-10,138447.16893288516,191.0,175.0,998.0,localized_development,1.0066552310155525,0,-1,,-1
2023-06-11,82854.72539654051,155.0,132.0,666.0,localized_development,1.1162270456662173,0,-1,,-1
2023-06-12,160446.3904229812,223.0,182.0,760.0,localized_development,1.1298623939891423,0,-1,,-1
2023-06-13,129948.62696264718,320.0,201.0,758.0,localized_development,1.102633349202985,0,-1,,-1
2023-06-14,98539.40172166527,153.0,134.0,786.0,localized_development,1.0752838519911785,0,-1,,-1
2023-06-15,102387.9345706978,216.0,202.0,757.0,localized_development,1.1911506820373485,0,-1,,-1
2023-06-16,257632.9921260486,286.0,254.0,930.0,localized_development,1.038989767997112,0,-1,,-1
2023-06-17,196530.69575441757,253.0,212.0,864.0,localized_development,1.0276646406953247,0,-1,,-1
2023-06-18,195204.7711853736,359.0,314.0,958.0,localized_development,0.9557060538225722,0,-1,,-1
2023-06-19,185358.51821796084,320.0,302.0,917.0,localized_development,0.9578942656481777,0,-1,,-1
2023-06-20,103162.07966849573,170.0,142.0,648.0,localized_development,0.8999863190079281,0,-1,,-1
2023-06-21,65083.79443793327,93.0,87.0,463.0,localized_development,0.9572757555585552,0,-1,,-1
2023-06-22,200554.16825955,372.0,258.0,810.0,localized_development,0.8650623165196549,0,-1,,-1
2023-06-23,143997.63039940884,206.0,177.0,685.0,localized_development,0.8684159497181222,0,-1,,-1
2023-06-24,191808.9632229373,300.0,207.0,918.0,localized_development,0.9806470713496599,0,-1,,-1
2023-06-25,115819.39208265417,263.0,239.0,776.0,localized_development,0.9928965957819518,0,-1,,-1
2023-06-26,204154.09037265918,133.0,109.0,606.0,localized_development,0.8960198162523981,0,-1,,-1
2023-06-27,48000.33386985243,108.0,93.0,497.0,localized_development,1.0800370937377957,0,-1,,-1
2023-06-28,117509.02759104938,175.0,142.0,730.0,localized_development,1.1340090548127892,0,-1,,-1
2023-06-29,121807.33241062124,180.0,143.0,746.0,localized_development,1.1326454251018077,0,-1,,-1
2023-06-30,137065.30387562944,284.0,231.0,846.0,localized_development,1.1635724214381697,0,-1,,-1
2023-07-01,325584.20283928583,287.0,254.0,836.0,localized_development,0.9372023687503588,0,-1,,-1
2023-07-02,124295.33721921648,259.0,230.0,752.0,localized_development,0.9175031741984615,0,-1,,-1
2023-07-03,91091.66570595108,153.0,139.0,594.0,localized_development,0.9778625072396989,0,-1,,-1
2023-07-04,185290.5763816904,230.0,213.0,783.0,localized_development,0.9549454988438596,0,-1,,-1
2023-07-05,149097.4053186685,214.0,194.0,666.0,localized_development,0.942291618981172,0,-1,,-1
2023-07-06,131100.5565630917,237.0,197.0,750.0,localized_development,1.007378135225685,0,-1,,-1
2023-07-07,157584.85282151826,294.0,206.0,813.0,localized_development,0.9177754490104938,0,-1,,-1
2023-07-08,149089.44015008616,198.0,165.0,668.0,localized_development,0.9241726686780533,0,-1,,-1
2023-07-09,97502.88509159448,197.0,186.0,744.0,localized_development,0.9743232809216904,0,-1,,-1
2023-07-10,127915.88967905693,272.0,203.0,824.0,localized_development,0.9966145063887847,0,-1,,-1
2023-07-11,156502.3612294183,217.0,191.0,665.0,localized_development,0.9517191379954469,0,-1,,-1
2023-07-12,134666.1694984315,269.0,254.0,725.0,localized_development,0.9485421410994643,0,-1,,-1
2023-07-13,199586.1811338982,301.0,260.0,907.0,localized_development,0.8136031977630483,1,-1,,-1
2023-07-14,89305.66694163976,190.0,138.0,514.0,localized_development,0.8379735336858118,1,-1,,-1
2023-07-15,158201.9451047804,129.0,122.0,582.0,localized_development,0.8701002823483596,0,-1,,-1
2023-07-16,153365.44938928264,227.0,180.0,690.0,localized_development,0.9114132417122143,0,-1,,-1
2023-07-17,143136.60532488202,249.0,206.0,868.0,localized_development,0.8908737906663222,0,-1,,-1
2023-07-18,116206.34632933873,212.0,181.0,853.0,localized_development,0.9255322695932835,0,-1,,-1
2023-07-19,139913.40898587165,210.0,186.0,752.0,localized_development,0.9672631178369899,0,-1,,-1
2023-07-20,77137.53782896917,159.0,122.0,417.0,localized_development,1.0407271088066972,0,-1,,-1
2023-07-21,80319.50016463175,180.0,171.0,570.0,localized_development,1.0879196352810145,0,-1,,-1
2023-07-22,183153.16807194325,192.0,170.0,625.0,localized_development,1.07477069733726,0,-1,,-1
2023-07-23,186243.49139091343,190.0,135.0,948.0,localized_development,1.082245570530825,0,-1,,-1
2023-07-24,112862.35047197108,181.0,146.0,641.0,localized_development,1.1801619667996917,0,-1,,-1
2023-07-25,154076.0894076786,336.0,272.0,913.0,localized_development,1.1393366076648572,0,-1,,-1
2023-07-26,200107.75946674158,217.0,146.0,769.0,localized_development,1.0470649631080078,0,-1,,-1
2023-07-27,120513.84375531612,218.0,196.0,622.0,localized_development,1.052408908230716,0,-1,,-1
2023-07-28,110036.37074188508,162.0,135.0,683.0,localized_development,1.096133235716415,0,-1,,-1
2023-07-29,167931.40637232971,202.0,186.0,639.0,localized_development,1.1475046437488152,0,-1,,-1
2023-07-30,212612.44960030433,200.0,185.0,954.0,localized_development,1.1030104367614357,0,-1,,-1
2023-07-31,183472.558964324,279.0,221.0,800.0,localized_development,0.9802661608921144,0,-1,,-1
2023-08-01,144551.34619334983,217.0,179.0,798.0,localized_development,0.9276591998436895,0,-1,,-1
2023-08-02,129466.6537013745,234.0,218.0,779.0,localized_development,0.9856192890559924,0,-1,,-1
2023-08-03,125627.29986795371,209.0,181.0,725.0,localized_development,0.9849464193816548,0,-1,,-1
2023-08-04,147238.36955706478,244.0,214.0,699.0,localized_development,1.0288017159898697,0,-1,,-1
2023-08-05,174768.04889157767,277.0,248.0,862.0,localized_development,1.0494101662026043,0,-1,,-1
2023-08-06,193626.1603605922,297.0,251.0,842.0,localized_development,0.9253326119519427,0,-1,,-1
2023-08-07,83841.80662451473,137.0,118.0,673.0,localized_development,1.0600347957170209,0,-1,,-1
2023-08-08,81484.56154265587,147.0,142.0,483.0,localized_development,1.203207084547174,0,-1,,-1
2023-08-09,183114.06894924818,256.0,209.0,940.0,localized_development,1.1361856901727878,0,-1,,-1
2023-08-10,123603.92798283466,206.0,177.0,677.0,localized_development,1.2169384739410465,0,-1,,-1
2023-08-11,188554.12438054208,287.0,251.0,860.0,localized_development,1.12437448422052,0,-1,,-1
2023-08-12,202117.17304352953,206.0,180.0,663.0,localized_development,1.0302234757552053,0,-1,,-1
2023-08-13,90965.53843740404,130.0,129.0,513.0,localized_development,1.1364735166130258,0,-1,,-1
2023-08-14,210990.72551209893,223.0,181.0,862.0,localized_development,1.0140690851289453,0,-1,,-1
2023-08-15,204900.0580982593,198.0,177.0,719.0,localized_development,0.9598834368850837,0,-1,,-1
2023-08-16,129796.2784871249,188.0,172.0,691.0,localized_development,0.9634452315732813,0,-1,,-1
2023-08-17,182288.05630789546,267.0,250.0,874.0,localized_development,0.8619772146435175,0,-1,,-1
2023-08-18,124445.52000306448,189.0,158.0,629.0,localized_development,0.8434058592709797,1,-1,,-1
2023-08-19,117507.53530809417,198.0,193.0,728.0,localized_development,0.9361598258443357,0,-1,,-1
2023-08-20,182649.73132004356,340.0,224.0,993.0,localized_development,0.9812706625200295,0,-1,,-1
2023-08-21,104053.95445469263,237.0,226.0,763.0,localized_development,0.988065013944309,0,-1,,-1
2023-08-22,170311.2989296069,268.0,247.0,815.0,localized_development,0.9501391352959797,0,-1,,-1
2023-08-23,131111.1180820634,292.0,249.0,911.0,localized_development,1.0115737224288464,0,-1,,-1
2023-08-24,98327.01723188035,210.0,188.0,740.0,localized_development,0.9999262760364772,0,-1,,-1
2023-08-25,113746.98425456102,251.0,241.0,984.0,localized_development,1.2419405889890804,0,-1,,-1
2023-08-26,203069.1750103506,294.0,236.0,968.0,localized_development,1.1524945630306744,0,-1,,-1
2023-08-27,230112.76579141317,441.0,352.0,1037.0,localized_development,1.0562711416934998,0,-1,,-1
2023-08-28,109153.44372996679,285.0,158.0,686.0,localized_development,1.1258216701245651,0,-1,,-1
2023-08-29,133640.68743991526,340.0,306.0,938.0,localized_development,1.1277919977519788,0,-1,,-1
2023-08-30,179559.77165009922,236.0,197.0,809.0,localized_development,1.0730811625270777,0,-1,,-1
2023-08-31,80488.06288325429,272.0,244.0,754.0,localized_development,1.137465773266209,0,-1,,-1
2023-09-01,368977.387182485,337.0,272.0,1014.0,localized_development,0.917635160205301,0,-1,,-1
2023-09-02,119205.46455412774,518.0,397.0,1247.0,localized_development,0.921000387040958,0,-1,,-1
2023-09-03,132779.51014778472,370.0,326.0,970.0,localized_development,0.9421400400311007,0,-1,,-1
2023-09-04,162233.19988128403,381.0,329.0,985.0,localized_development,0.9211686897241704,0,-1,,-1
2023-09-05,132624.1422194746,294.0,254.0,923.0,localized_development,0.8469144793814533,1,0,0.3093317338678221,1
2023-09-06,135955.21711262953,338.0,287.0,970.0,localized_development,0.8378143937346011,1,0,0.10061692154415457,1
2023-09-07,135587.4843493856,352.0,306.0,1004.0,localized_development,0.8332308697767751,1,0,0.4733539342198984,1
2023-09-08,190372.45623830493,505.0,450.0,1173.0,localized_development,0.7903801873189205,1,0,0.8044355471028245,1
2023-09-09,110111.57218591603,238.0,225.0,738.0,localized_development,0.9215862634436215,0,0,0.9606602601558447,1
2023-09-10,141393.1972038585,517.0,428.0,1379.0,localized_development,0.9192039811547933,0,0,0.049284346406137186,0
2023-09-11,157842.60733181282,311.0,245.0,1006.0,localized_development,0.8882584546791885,0,0,0.6382323195312132,1
2023-09-12,62529.85534037211,287.0,266.0,896.0,localized_development,0.9893752431108229,0,0,0.051081734303910366,0
2023-09-13,116044.03817390393,384.0,343.0,1137.0,localized_development,1.0276905101129925,0,0,0.0585755922573806,0
2023-09-14,133084.08050757108,455.0,410.0,1144.0,localized_development,1.0576442322283852,0,0,0.3340945432485203,1
2023-09-15,143862.19349386252,376.0,341.0,1039.0,localized_development,1.037244254653963,0,0,0.45325633368745893,1
2023-09-16,232485.0545131419,372.0,319.0,1018.0,localized_development,0.911135150051904,0,0,0.09573271754039427,1
2023-09-17,150429.5248237147,413.0,317.0,1080.0,localized_development,0.9168705271438402,0,0,0.4908439544421733,1
2023-09-18,112500.04544812295,333.0,295.0,1122.0,localized_development,0.9480631520243549,0,0,0.020368233519832704,0
2023-09-19,135567.14933944645,444.0,390.0,1204.0,localized_development,1.049584690358052,0,0,0.21353414322940698,1
2023-09-20,152165.86603373344,331.0,281.0,1094.0,localized_development,1.0582598093803093,0,0,0.48080043931724264,1
2023-09-21,150972.1775721576,419.0,378.0,1075.0,localized_development,1.0114471935674911,0,0,0.555308446140039,1
2023-09-22,128104.89648593367,383.0,321.0,1070.0,localized_development,1.1108718082538072,0,0,0.1973839781111445,1
2023-09-23,129528.81760680505,386.0,309.0,1114.0,localized_development,1.1541736121313395,0,0,0.16746217814323516,1
2023-09-24,149082.45022972368,375.0,347.0,1045.0,localized_development,1.1078019992333026,0,0,0.14687147516429916,1
2023-09-25,147091.1089009433,343.0,305.0,1007.0,localized_development,1.0746456139348028,0,0,0.09612622057233286,1
2023-09-26,232731.7260125082,396.0,357.0,1160.0,localized_development,0.9539644297517483,0,0,0.35423027895173487,1
2023-09-27,166742.70825668427,278.0,256.0,960.0,localized_development,1.0453240573349754,0,0,0.1358281679476047,1
2023-09-28,115436.94230865203,284.0,227.0,888.0,localized_development,1.0582835898840353,0,0,0.06512071987142583,0
2023-09-29,237146.70881044868,291.0,235.0,970.0,localized_development,0.9529449062481582,0,0,0.18300234993968365,1
2023-09-30,154218.3574787277,378.0,368.0,1149.0,localized_development,1.0335158036978542,0,0,0.09708340745081019,1
2023-10-01,78329.83454031797,263.0,210.0,1128.0,localized_development,1.096382762542763,0,0,0.012062825194367447,0
2023-10-02,123411.92380960636,396.0,365.0,1070.0,localized_development,1.1512548631226782,0,0,0.014001598210886108,0
2023-10-03,131935.17895289126,364.0,324.0,1032.0,localized_development,1.155173423142215,0,0,0.05332898540786143,0
2023-10-04,259853.19774304723,556.0,471.0,1372.0,localized_development,0.9758784101288144,0,0,0.012496449021142,0
2023-10-05,138324.90071487904,305.0,255.0,1040.0,localized_development,0.9033070046021031,0,0,0.039612369970600865,0
2023-10-06,93937.5771840739,375.0,349.0,1105.0,localized_development,1.0528090554168712,0,0,0.007530761130773851,0
2023-10-07,246124.26831541656,344.0,299.0,1214.0,localized_development,0.9322842032117703,0,0,0.020499292459603927,0
2023-10-08,128608.24233399205,480.0,425.0,1111.0,localized_development,0.9432149525592862,0,0,0.023119654882847805,0
2023-10-09,168402.60191126887,513.0,438.0,1482.0,localized_development,0.8954605339540488,0,0,0.044022121323718987,0
2023-10-10,135708.99612576075,532.0,448.0,1293.0,localized_development,0.8714608972904727,0,0,0.0780791712028579,0
2023-10-11,108335.31723725311,420.0,330.0,1275.0,localized_development,0.8537394087356514,0,0,0.20438175275655557,1
2023-10-12,63132.06855856599,407.0,351.0,1226.0,localized_development,0.9158302011156847,0,0,0.017999823135380205,0
2023-10-13,224833.8765255908,420.0,344.0,1415.0,localized_development,0.823518300960587,1,0,0.10955056016250429,1
2023-10-14,154742.99216583473,478.0,428.0,1371.0,localized_development,0.8417997211442856,1,0,0.09590692803889726,1
2023-10-15,137127.8376373767,467.0,396.0,1270.0,localized_development,0.8686185683653869,0,0,0.3807769357381771,1
2023-10-16,120527.87656109274,423.0,376.0,1211.0,localized_development,0.8376304680408551,1,0,0.21129800494044332,1
2023-10-17,126340.66068508495,470.0,400.0,1137.0,localized_development,0.7765728196323876,1,0,0.46067720908581067,1
2023-10-18,87675.60095275193,447.0,423.0,1284.0,localized_development,0.8763157706924981,0,0,0.05964056924164661,0
2023-10-19,113617.15729404923,369.0,324.0,1335.0,localized_development,0.8981339458349586,0,0,0.25813206442635395,1
2023-10-20,144249.78597931797,533.0,479.0,1423.0,localized_development,1.0052067531542759,0,0,0.18859492012947882,1
2023-10-21,158012.50227326478,570.0,465.0,1355.0,localized_development,1.0475645365249266,0,0,0.3180367454817297,1
2023-10-22,162515.76243357363,617.0,567.0,1241.0,localized_development,1.0349876835368603,0,0,0.19630522028376382,1
2023-10-23,89639.71469013159,351.0,302.0,1161.0,localized_development,1.0648188660253672,0,0,0.040495173869983,0
2023-10-24,60253.77963328276,417.0,390.0,1132.0,localized_development,1.2288539070208204,0,0,0.01258832928232055,0
2023-10-25,178349.53194334358,496.0,411.0,1525.0,localized_development,1.3250224965426889,0,0,0.032890313369708185,0
2023-10-26,127802.83660546564,502.0,445.0,973.0,localized_development,1.3444469713694513,0,0,0.10641449133354994,1
