date,y,fold_id,ensemble_score,triage_state
2023-10-15,0,1,0.6976470588235294,GREEN
2023-10-16,1,1,0.7976470588235294,WATCH
2023-10-17,1,1,0.7435294117647059,GREEN
2023-10-18,0,1,0.3647058823529411,GREEN
2023-10-19,0,1,0.4129411764705881,GREEN
2023-10-20,0,1,0.5976470588235294,GREEN
2023-10-21,0,1,0.448235294117647,GREEN
2023-10-22,0,1,0.1823529411764705,GREEN
2023-10-23,0,1,0.4776470588235295,GREEN
2023-10-24,0,1,0.3470588235294118,GREEN
2023-10-25,0,1,0.0494117647058823,GREEN
2023-10-26,0,1,0.4411764705882353,GREEN
2023-10-27,0,1,0.0999999999999999,GREEN
2023-10-28,0,1,0.4082352941176471,GREEN
2023-10-29,0,1,0.2317647058823529,GREEN
2023-10-30,0,1,0.3894117647058823,GREEN
2023-10-31,0,1,0.3141176470588235,GREEN
2023-11-01,0,1,0.5552941176470588,GREEN
2023-11-02,0,1,0.5152941176470588,GREEN
2023-11-03,0,1,0.3835294117647059,GREEN
2023-11-04,0,1,0.5294117647058824,GREEN
2023-11-05,0,1,0.7411764705882353,GREEN
2023-11-06,0,1,0.6270588235294118,GREEN
2023-11-07,0,1,0.8,WATCH
2023-11-08,0,1,0.7988235294117647,WATCH
2023-11-09,1,1,0.7435294117647059,GREEN
2023-11-10,1,1,0.5623529411764706,GREEN
2023-11-11,0,1,0.6858823529411765,GREEN
2023-11-12,0,1,0.5670588235294118,GREEN
2023-11-13,1,1,0.6564705882352941,GREEN
2023-11-14,1,1,0.64,GREEN
2023-11-15,0,1,0.3388235294117647,GREEN
2023-11-16,0,1,0.3870588235294118,GREEN
2023-11-17,0,1,0.2305882352941176,GREEN
2023-11-18,0,1,0.3235294117647058,GREEN
2023-11-19,0,1,0.2623529411764706,GREEN
2023-11-20,0,1,0.5152941176470589,GREEN
2023-11-21,0,1,0.1411764705882353,GREEN
2023-11-22,0,1,0.168235294117647,GREEN
2023-11-23,0,1,0.2211764705882352,GREEN
2023-11-24,0,1,0.1670588235294118,GREEN
2023-11-25,0,1,0.2494117647058824,GREEN
2023-11-26,0,1,0.4623529411764706,GREEN
2023-11-27,0,1,0.1847058823529411,GREEN
2023-11-28,0,1,0.3858823529411765,GREEN
2023-11-29,0,1,0.2435294117647058,GREEN
2023-11-30,0,1,0.2529411764705882,GREEN
2023-12-01,0,1,0.3211764705882353,GREEN
2023-12-02,0,1,0.5694117647058824,GREEN
2023-12-03,0,1,0.9188235294117648,WATCH
2023-12-04,0,1,0.931764705882353,WATCH
2023-12-05,0,1,0.9788235294117648,WATCH
2023-12-06,0,1,0.7623529411764705,GREEN
2023-12-07,1,1,0.9788235294117646,WATCH
2023-12-08,0,1,0.9341176470588236,WATCH
2023-12-09,0,1,0.8741176470588236,WATCH
2023-12-10,1,1,0.8647058823529412,WATCH
2023-12-11,1,1,0.6611764705882353,GREEN
2023-12-12,1,1,0.9341176470588236,WATCH
2023-12-13,1,1,0.7294117647058823,GREEN
2023-12-14,1,1,0.8058823529411765,WATCH
2023-12-15,1,1,0.5964705882352941,GREEN
2023-12-16,0,1,0.7976470588235294,WATCH
2023-12-17,0,1,0.4729411764705882,GREEN
2023-12-18,0,1,0.62,GREEN
2023-12-19,0,1,0.5058823529411764,GREEN
2023-12-20,0,1,0.7647058823529412,GREEN
2023-12-21,0,1,0.2823529411764705,GREEN
2023-12-22,0,1,0.5764705882352942,GREEN
2023-12-23,0,1,0.3070588235294117,GREEN
2023-12-24,0,1,0.0799999999999999,GREEN
2023-12-25,0,1,0.2564705882352941,GREEN
2023-12-26,0,1,0.2447058823529411,GREEN
2023-12-27,0,1,0.0894117647058823,GREEN
2023-12-28,0,1,0.2176470588235294,GREEN
2023-12-29,0,1,0.088235294117647,GREEN
2023-12-30,0,1,0.0847058823529411,GREEN
2023-12-31,0,1,0.8835294117647059,WATCH
2024-01-08,0,2,0.7714285714285715,WATCH
2024-01-09,0,2,0.8964285714285716,WATCH
2024-01-10,0,2,0.7261904761904762,WATCH
2024-01-11,1,2,0.844047619047619,WATCH
2024-01-12,1,2,0.9452380952380952,WATCH
2024-01-13,1,2,0.725,WATCH
2024-01-14,1,2,0.5369047619047619,GREEN
2024-01-15,1,2,0.5607142857142857,GREEN
2024-01-16,0,2,0.7285714285714285,WATCH
2024-01-17,1,2,0.5952380952380953,GREEN
2024-01-18,1,2,0.65,WATCH
2024-01-19,1,2,0.488095238095238,GREEN
2024-01-20,0,2,0.4678571428571428,GREEN
2024-01-21,0,2,0.2559523809523809,GREEN
2024-01-22,0,2,0.3095238095238095,GREEN
2024-01-23,0,2,0.2547619047619047,GREEN
2024-01-24,0,2,0.1547619047619047,GREEN
2024-01-25,0,2,0.3547619047619048,GREEN
2024-01-26,0,2,0.0916666666666666,GREEN
2024-01-27,0,2,0.2261904761904762,GREEN
2024-01-28,0,2,0.1809523809523809,GREEN
2024-01-29,0,2,0.1642857142857142,GREEN
2024-01-30,1,2,0.255952380952381,GREEN
2024-01-31,0,2,0.3761904761904762,GREEN
2024-02-01,0,2,0.2797619047619047,GREEN
2024-02-02,0,2,0.2964285714285714,GREEN
2024-02-03,0,2,0.2559523809523809,GREEN
2024-02-04,0,2,0.6226190476190476,WATCH
2024-02-05,0,2,0.8142857142857143,WATCH
2024-02-06,0,2,0.8214285714285714,WATCH
2024-02-07,0,2,0.7642857142857142,WATCH
2024-02-08,0,2,0.901190476190476,WATCH
2024-02-09,0,2,0.8916666666666667,WATCH
2024-02-10,0,2,0.8273809523809523,WATCH
2024-02-11,0,2,0.7833333333333333,WATCH
2024-02-12,0,2,0.7440476190476191,WATCH
2024-02-13,0,2,0.5011904761904762,GREEN
2024-02-14,0,2,0.7250000000000001,WATCH
2024-02-15,0,2,0.838095238095238,WATCH
2024-02-16,0,2,0.7988095238095239,WATCH
2024-02-17,0,2,0.6595238095238095,WATCH
2024-02-18,0,2,0.4595238095238095,GREEN
2024-02-19,0,2,0.4595238095238095,GREEN
2024-02-20,0,2,0.6404761904761904,WATCH
2024-02-21,0,2,0.519047619047619,GREEN
2024-02-22,0,2,0.5547619047619048,GREEN
2024-02-23,0,2,0.5083333333333333,GREEN
2024-02-24,0,2,0.3357142857142857,GREEN
2024-02-25,0,2,0.0999999999999999,GREEN
2024-02-26,0,2,0.0416666666666666,GREEN
2024-02-27,0,2,0.1297619047619047,GREEN
2024-02-28,0,2,0.1345238095238095,GREEN
2024-02-29,0,2,0.2226190476190476,GREEN
2024-03-01,0,2,0.1821428571428571,GREEN
2024-03-02,0,2,0.3464285714285715,GREEN
2024-03-03,0,2,0.6869047619047619,WATCH
2024-03-04,0,2,0.6916666666666667,WATCH
2024-03-05,0,2,0.780952380952381,WATCH
2024-03-06,0,2,0.6214285714285714,WATCH
2024-03-07,0,2,0.8678571428571429,WATCH
2024-03-08,0,2,0.5523809523809523,GREEN
2024-03-09,1,2,0.6690476190476191,WATCH
2024-03-10,1,2,0.8607142857142857,WATCH
2024-03-11,1,2,0.9738095238095238,WATCH
2024-03-12,1,2,0.9904761904761904,WATCH
2024-03-13,1,2,0.9416666666666668,WATCH
2024-03-14,1,2,0.9178571428571428,WATCH
2024-03-15,1,2,0.8738095238095238,WATCH
2024-03-16,1,2,0.6869047619047619,WATCH
2024-03-17,0,2,0.4357142857142857,GREEN
2024-03-18,0,2,0.5321428571428571,GREEN
2024-03-19,0,2,0.2892857142857142,GREEN
2024-03-20,0,2,0.369047619047619,GREEN
2024-03-21,0,2,0.2428571428571428,GREEN
2024-03-22,0,2,0.288095238095238,GREEN
2024-03-23,0,2,0.3166666666666666,GREEN
2024-03-24,0,2,0.1630952380952381,GREEN
2024-03-25,0,2,0.169047619047619,GREEN
2024-03-26,0,2,0.0571428571428571,GREEN
2024-03-27,0,2,0.0321428571428571,GREEN
2024-03-28,0,2,0.1119047619047619,GREEN
2024-03-29,0,2,0.0559523809523809,GREEN
2024-03-30,0,2,0.3,GREEN
2024-03-31,0,2,0.3011904761904762,GREEN
2024-04-08,0,3,0.9095238095238094,WATCH
2024-04-09,0,3,0.861904761904762,WATCH
2024-04-10,1,3,0.911904761904762,WATCH
2024-04-11,1,3,0.948809523809524,WATCH
2024-04-12,0,3,0.9392857142857144,WATCH
2024-04-13,1,3,0.8642857142857142,WATCH
2024-04-14,1,3,0.4261904761904762,GREEN
2024-04-15,1,3,0.5071428571428571,GREEN
2024-04-16,1,3,0.4499999999999999,GREEN
2024-04-17,1,3,0.6666666666666667,WATCH
2024-04-18,1,3,0.738095238095238,WATCH
2024-04-19,1,3,0.569047619047619,GREEN
2024-04-20,1,3,0.6273809523809524,WATCH
2024-04-21,0,3,0.2071428571428571,GREEN
2024-04-22,0,3,0.2797619047619047,GREEN
2024-04-23,0,3,0.2166666666666666,GREEN
2024-04-24,0,3,0.1559523809523809,GREEN
2024-04-25,0,3,0.1214285714285714,GREEN
2024-04-26,0,3,0.2369047619047619,GREEN
2024-04-27,0,3,0.2261904761904762,GREEN
2024-04-28,0,3,0.1380952380952381,GREEN
2024-04-29,0,3,0.1607142857142857,GREEN
2024-04-30,0,3,0.2547619047619047,GREEN
2024-05-01,0,3,0.1107142857142857,GREEN
2024-05-02,0,3,0.1773809523809523,GREEN
2024-05-03,0,3,0.2714285714285714,GREEN
2024-05-04,0,3,0.2761904761904762,GREEN
2024-05-05,0,3,0.7285714285714285,WATCH
2024-05-06,0,3,0.5833333333333333,GREEN
2024-05-07,0,3,0.7297619047619047,WATCH
2024-05-08,0,3,0.680952380952381,WATCH
2024-05-09,0,3,0.7071428571428571,WATCH
2024-05-10,0,3,0.644047619047619,WATCH
2024-05-11,0,3,0.7309523809523809,WATCH
2024-05-12,0,3,0.8571428571428572,WATCH
2024-05-13,0,3,0.6833333333333333,WATCH
2024-05-14,0,3,0.7023809523809523,WATCH
2024-05-15,0,3,0.6964285714285714,WATCH
2024-05-16,0,3,0.7976190476190477,WATCH
2024-05-17,1,3,0.8166666666666667,WATCH
2024-05-18,0,3,0.7345238095238095,WATCH
2024-05-19,0,3,0.4714285714285714,GREEN
2024-05-20,0,3,0.5869047619047619,WATCH
2024-05-21,0,3,0.3928571428571429,GREEN
2024-05-22,0,3,0.6273809523809524,WATCH
2024-05-23,0,3,0.5523809523809524,GREEN
2024-05-24,0,3,0.3619047619047619,GREEN
2024-05-25,0,3,0.3,GREEN
2024-05-26,0,3,0.1035714285714285,GREEN
2024-05-27,0,3,0.0833333333333333,GREEN
2024-05-28,0,3,0.1904761904761904,GREEN
2024-05-29,0,3,0.2392857142857143,GREEN
2024-05-30,0,3,0.1273809523809524,GREEN
2024-05-31,0,3,0.0916666666666666,GREEN
2024-06-01,0,3,0.3119047619047619,GREEN
2024-06-02,0,3,0.5523809523809524,GREEN
2024-06-03,0,3,0.6190476190476191,WATCH
2024-06-04,0,3,0.5321428571428571,GREEN
2024-06-05,0,3,0.4297619047619047,GREEN
2024-06-06,0,3,0.5297619047619048,GREEN
2024-06-07,0,3,0.4607142857142857,GREEN
2024-06-08,0,3,0.4630952380952381,GREEN
2024-06-09,0,3,0.5619047619047619,GREEN
2024-06-10,0,3,0.4357142857142857,GREEN
2024-06-11,0,3,0.5202380952380952,GREEN
2024-06-12,0,3,0.5297619047619048,GREEN
2024-06-13,0,3,0.5059523809523809,GREEN
2024-06-14,1,3,0.6607142857142857,WATCH
2024-06-15,1,3,0.6035714285714286,WATCH
2024-06-16,1,3,0.9488095238095238,WATCH
2024-06-17,1,3,0.9535714285714288,WATCH
2024-06-18,1,3,0.9928571428571428,WATCH
2024-06-19,1,3,0.9357142857142856,WATCH
2024-06-20,1,3,0.9333333333333332,WATCH
2024-06-21,1,3,0.8988095238095238,WATCH
2024-06-22,0,3,0.9333333333333332,WATCH
2024-06-23,0,3,0.1916666666666666,GREEN
2024-06-24,0,3,0.2726190476190476,GREEN
2024-06-25,0,3,0.094047619047619,GREEN
2024-06-26,0,3,0.3428571428571428,GREEN
2024-06-27,0,3,0.3678571428571429,GREEN
2024-06-28,0,3,0.2059523809523809,GREEN
2024-06-29,0,3,0.1738095238095238,GREEN
2024-06-30,0,3,0.0630952380952381,GREEN
2024-07-08,0,4,0.4837209302325581,GREEN
2024-07-09,0,4,0.5720930232558139,WATCH
2024-07-10,0,4,0.5906976744186047,WATCH
2024-07-11,0,4,0.527906976744186,GREEN
2024-07-12,0,4,0.4953488372093023,GREEN
2024-07-13,0,4,0.5116279069767441,GREEN
2024-07-14,1,4,0.6162790697674418,WATCH
2024-07-15,1,4,0.8767441860465117,WATCH
2024-07-16,0,4,0.7790697674418604,WATCH
2024-07-17,1,4,0.7883720930232558,WATCH
2024-07-18,1,4,0.6906976744186046,WATCH
2024-07-19,0,4,0.8162790697674418,WATCH
2024-07-20,0,4,0.8465116279069766,WATCH
2024-07-21,0,4,0.3441860465116279,GREEN
2024-07-22,0,4,0.2348837209302325,GREEN
2024-07-23,0,4,0.1953488372093023,GREEN
2024-07-24,0,4,0.1302325581395348,GREEN
2024-07-25,0,4,0.1488372093023255,GREEN
2024-07-26,0,4,0.2232558139534883,GREEN
2024-07-27,0,4,0.1232558139534883,GREEN
2024-07-28,0,4,0.0488372093023255,GREEN
2024-07-29,0,4,0.2186046511627907,GREEN
2024-07-30,0,4,0.0790697674418604,GREEN
2024-07-31,0,4,0.1651162790697674,GREEN
2024-08-01,0,4,0.1883720930232558,GREEN
2024-08-02,0,4,0.1581395348837209,GREEN
2024-08-03,0,4,0.2116279069767441,GREEN
2024-08-04,0,4,0.8465116279069766,WATCH
2024-08-05,0,4,0.7395348837209302,WATCH
2024-08-06,0,4,0.8465116279069768,WATCH
2024-08-07,0,4,0.7930232558139535,WATCH
2024-08-08,0,4,0.930232558139535,WATCH
2024-08-09,0,4,0.7720930232558139,WATCH
2024-08-10,0,4,0.9069767441860466,WATCH
2024-08-11,0,4,0.5674418604651164,WATCH
2024-08-12,0,4,0.5162790697674419,GREEN
2024-08-13,0,4,0.4627906976744186,GREEN
2024-08-14,1,4,0.5651162790697675,WATCH
2024-08-15,0,4,0.541860465116279,GREEN
2024-08-16,0,4,0.3813953488372092,GREEN
2024-08-17,0,4,0.4674418604651163,GREEN
2024-08-18,0,4,0.7930232558139535,WATCH
2024-08-19,0,4,0.8046511627906977,WATCH
