SAMAWeekStart,BaseWeeklyNetSalesSAR,BaseGrossPositiveSAR,ObservedDaysInWeek,WeekCoverageFraction,week_start,week_end,SAMAOfficialNationalPOSValueThousandSAR,SAMAWeeklyMarketIndex,SAMATargetMerchantFullWeekSAR,SAMATargetMerchantWeeklySAR,SAMANationalCalibrationFactor
2023-07-30,1054633.99,1075047.1199999999,7,1.0,2023-07-30,2023-08-05,12664717.0,1.0646938495427452,1117736.726775949,1117736.726775949,1.0598337787083354
2023-08-06,1033715.53,1047325.56,7,1.0,2023-08-06,2023-08-12,11969071.0,1.0062124782133257,1056341.8228839173,1056341.8228839173,1.0218883166860395
2023-08-13,764820.93,775546.35,7,1.0,2023-08-13,2023-08-19,12020647.0,1.0105483548052792,1060893.7121539414,1060893.7121539414,1.3871138596507044
2023-08-20,1102223.3800000001,1117060.14,7,1.0,2023-08-20,2023-08-26,11367723.0,0.9556585244980684,1003269.2792831984,1003269.2792831984,0.9102231884095929
2023-08-27,1776292.2400000002,1887735.0799999996,7,1.0,2023-08-27,2023-09-02,13836319.0,1.1631877553688272,1221137.5832312615,1221137.5832312615,0.6874643460871401
2023-09-03,1522739.75,1539079.7799999998,7,1.0,2023-09-03,2023-09-09,11326868.0,0.9522239379042212,999663.5821347795,999663.5821347795,0.6564901074755417
2023-09-10,1976092.72,1998768.17,7,1.0,2023-09-10,2023-09-16,11186112.0,0.9403909022756921,987241.0265645228,987241.0265645228,0.4995924617163322
2023-09-17,1531445.73,1579945.0500000003,7,1.0,2023-09-17,2023-09-23,10869164.0,0.913745807385307,959268.4773099138,959268.4773099138,0.6263809800886081
2023-09-24,1259952.81,1315973.25,7,1.0,2023-09-24,2023-09-30,13624576.0,1.1453870046861447,1202450.0019976879,1202450.0019976879,0.9543611415079012
2023-10-01,1951234.5499999998,1995831.7899999998,7,1.0,2023-10-01,2023-10-07,12145547.0,1.0210484127069195,1071916.8812602323,1071916.8812602323,0.5493531678496736
2023-10-08,2454469.08,2512163.77,7,1.0,2023-10-08,2023-10-14,11146716.0,0.9370789704815126,983764.0948582663,983764.0948582663,0.4008052506647451
2023-10-15,1751673.42,1808542.3599999999,7,1.0,2023-10-15,2023-10-21,10056561.0,0.8454321280334522,887551.4213829384,887551.4213829384,0.5066877257194086
2023-10-22,2589623.89,2642260.38,7,1.0,2023-10-22,2023-10-28,12301917.0,1.0341940816747297,1085717.4653527117,1085717.4653527117,0.41925681545697807
2023-10-29,3556230.92,3619783.84,7,1.0,2023-10-29,2023-11-04,12779798.0,1.0743684465273622,1127893.310634404,1127893.310634404,0.31715975031070365
2023-11-05,1197656.6600000001,1233276.84,7,1.0,2023-11-05,2023-11-11,11500110.0,0.9667879973997855,1014953.2207441633,1014953.2207441633,0.8474492353627985
2023-11-12,911598.02,942589.7000000001,7,1.0,2023-11-12,2023-11-18,11271436.0,0.9475638961940233,994771.3778921862,994771.3778921862,1.0912390725598395
2023-11-19,1199207.4900000002,1220447.5299999998,7,1.0,2023-11-19,2023-11-25,11247844.0,0.9455805706054283,992689.2433400996,992689.2433400996,0.8277877278268996
2023-11-26,750327.98,1181679.95,7,1.0,2023-11-26,2023-12-02,14874136.0,1.250434661624285,1312731.1163968612,1312731.1163968612,1.7495430683484057
2023-12-03,753426.1799999999,783894.1099999999,7,1.0,2023-12-03,2023-12-09,12067066.0,1.014450694178668,1064990.4654505383,1064990.4654505383,1.4135299432394803
2023-12-10,779351.47,788303.66,7,1.0,2023-12-10,2023-12-16,11637501.0,0.9783381451593073,1027078.7950170408,1027078.7950170408,1.3178634217717466
2023-12-17,793725.89,811190.74,7,1.0,2023-12-17,2023-12-23,10701068.0,0.8996143603634164,944433.0038584241,944433.0038584241,1.189872997412777
2023-12-24,900780.5499999999,905679.76,7,1.0,2023-12-24,2023-12-30,13989326.0,1.1760507046030648,1234641.362538277,1234641.362538277,1.3706350148638056
2023-12-31,784143.26,803787.3200000001,7,1.0,2023-12-31,2024-01-06,13393810.0,1.1259870338156088,1182083.5276823773,1182083.5276823773,1.5074841396741423
2024-01-07,749355.3400000001,759404.7000000001,7,1.0,2024-01-07,2024-01-13,12347101.0,1.0379925974171456,1089705.2225416522,1089705.2225416522,1.4541902410966365
2024-01-14,915698.23,928735.32,7,1.0,2024-01-14,2024-01-20,10607691.0,0.8917643691169674,936191.9273040758,936191.9273040758,1.0223804050643146
2024-01-21,1187031.1600000001,1197831.62,7,1.0,2024-01-21,2024-01-27,11039904.0,0.9280995294519688,974337.2995133413,974337.2995133413,0.8208186375775857
2024-01-28,874497.33,915346.76,7,1.0,2024-01-28,2024-02-03,14327398.0,1.2044716459555336,1264478.230641575,1264478.230641575,1.445948646454501
2024-02-04,848626.7000000001,863717.39,7,1.0,2024-02-04,2024-02-10,11873061.0,0.9981411366669967,1047868.3683931647,1047868.3683931647,1.2347812865105052
2024-02-11,992292.11,1128354.52,7,1.0,2024-02-11,2024-02-17,11965427.0,1.0059061354511674,1056020.218174363,1056020.218174363,1.0642231330191299
2024-02-18,925181.8999999999,940216.49,7,1.0,2024-02-18,2024-02-24,12137902.0,1.0204057150074957,1071242.1644642549,1071242.1644642549,1.1578719433056948
2024-02-25,1205310.4700000002,1220145.07,7,1.0,2024-02-25,2024-03-02,16209237.0,1.3626735551754294,1430561.7336665005,1430561.7336665005,1.1868823587556658
2024-03-03,1300907.44,1316304.65,7,1.0,2024-03-03,2024-03-09,14768758.0,1.2415757737014743,1303430.880095158,1303430.880095158,1.0019397537576986
2024-03-10,918348.05,932056.22,7,1.0,2024-03-10,2024-03-16,11688154.0,0.9825964272481126,1031549.2240381853,1031549.2240381853,1.1232660907138479
2024-03-17,1155239.71,1168294.83,7,1.0,2024-03-17,2024-03-23,11460980.0,0.963498427618431,1011499.7651226328,1011499.7651226328,0.8755756544437283
2024-03-24,1274559.49,1301714.22,7,1.0,2024-03-24,2024-03-30,14028543.0,1.179347588275832,1238102.49642812,1238102.49642812,0.9713963970627373
2024-03-31,794159.2799999999,817905.72,7,1.0,2024-03-31,2024-04-06,16537865.0,1.390300561004895,1459565.1125060692,1459565.1125060692,1.8378745287797549
2024-04-07,957731.78,970277.55,7,1.0,2024-04-07,2024-04-13,11351346.0,0.954281747490421,1001823.9114653143,1001823.9114653143,1.0460380791220214
2024-04-14,939736.0099999999,954161.0399999999,7,1.0,2024-04-14,2024-04-20,10138768.0,0.852343082876688,894806.6788907114,894806.6788907114,0.9521894120995869
2024-04-21,1036635.93,1064744.72,7,1.0,2024-04-21,2024-04-27,10851631.0,0.9122718480963601,957721.0856050252,957721.0856050252,0.9238740987928377
2024-04-28,1111681.19,1124067.28,7,1.0,2024-04-28,2024-05-04,14473512.0,1.2167551164138224,1277373.6616327404,1277373.6616327404,1.1490467529029078
2024-05-05,1119483.31,1156285.54,7,1.0,2024-05-05,2024-05-11,12522301.0,1.0527212615033537,1105167.666316049,1105167.666316049,0.9872122759168682
2024-05-12,1017803.14,1026700.8799999999,7,1.0,2024-05-12,2024-05-18,11654021.0,0.979726943850541,1028536.783436864,1028536.783436864,1.0105458934198848
2024-05-19,1079829.0,1106745.1500000001,7,1.0,2024-05-19,2024-05-25,11206542.0,0.9421084057419091,989044.0957786262,989044.0957786262,0.915926591875775
2024-05-26,951374.74,1007818.0800000001,7,1.0,2024-05-26,2024-06-01,15222754.0,1.2797421811243175,1343498.731829182,1343498.731829182,1.4121656539138112
2024-06-02,1172010.25,1181639.25,7,1.0,2024-06-02,2024-06-08,13641820.0,1.1468366684047666,1203971.8877308252,1203971.8877308252,1.0272707834516168
2024-06-09,1478729.13,1489961.68,7,1.0,2024-06-09,2024-06-15,14234899.0,1.1966954661649505,1256314.642818014,1256314.642818014,0.8495907853103658
2024-06-16,1831851.3600000003,1881126.92,7,1.0,2024-06-16,2024-06-22,8343012.0,0.7013779749726202,736320.5134652802,736320.5134652802,0.4019542903662664
2024-06-23,1434838.7400000002,1465687.97,7,1.0,2024-06-23,2024-06-29,12349544.0,1.038197974850722,1089920.8318461091,1089920.8318461091,0.7596120744872757
2024-06-30,1775477.87,1896455.7600000002,7,1.0,2024-06-30,2024-07-06,13321929.0,1.1199441622221116,1175739.6011929512,1175739.6011929512,0.6622102257985064
2024-07-07,1328371.56,1375992.3099999998,7,1.0,2024-07-07,2024-07-13,11994930.0,1.0083863853172368,1058624.0336919199,1058624.0336919199,0.796933678474658
2024-07-14,1615442.16,1664418.17,7,1.0,2024-07-14,2024-07-20,10934576.0,0.9192448449150276,965041.4760095191,965041.4760095191,0.597385347433002
2024-07-21,1747603.7300000002,1772095.38,7,1.0,2024-07-21,2024-07-27,11243476.0,0.9452133628158819,992303.7413172311,992303.7413172311,0.5678082074803257
2024-07-28,2142745.0,2184355.17,7,1.0,2024-07-28,2024-08-03,14711144.0,1.2367322962319378,1298346.1013530456,1298346.1013530456,0.6059265574545947
2024-08-04,2273412.49,2303745.26,7,1.0,2024-08-04,2024-08-10,13093782.0,1.1007643647034122,1155604.269230638,1155604.269230638,0.508312624441787
2024-08-11,2019644.5299999998,2056111.6800000002,7,1.0,2024-08-11,2024-08-17,13568097.0,1.1406389440758424,1197465.39376747,1197465.39376747,0.5929089876858034
2024-08-18,2127932.21,2157360.13,7,1.0,2024-08-18,2024-08-24,11661097.0,0.9803218070187717,1029161.2825929578,1029161.2825929578,0.4836438293271372
2024-08-25,579149.71,1505818.09,2,0.2857142857142857,2024-08-25,2024-08-31,14045215.0,1.1807491652601088,1239573.899753501,354163.9713581431,0.6115240416129072
